,id,created_at,new_text
10,1236101483541729280,2020-03-07 01:28:53,What more can I say? #truth  #fear #reality #society #wisdom  #humor 
11,1236101445893656576,2020-03-07 01:28:45,Did you ever notice that the shape of a pratzen is quite similar to the biohazard symbol? #fear #noussachons
12,1236100481073676293,2020-03-07 01:24:54,Mayor #Turner Implored Houstonians To Not Let #Fear Take Over - May 6 @ 8:22 PM ET 
13,1236097638744768512,2020-03-07 01:13:37,@CAN There will be test available for the #COULDー19 when the individual goes to a DOCTOR and the DOCTOR orders the test. Americans wont be able to dictate or demand a #coronavirus test. There will be more cases coming but hardly the #blackplague the Media suggests. #Fear
14,1236094245590593537,2020-03-07 01:00:08,What is one #fear in your life that you will take control of today? 
15,1236093796670222336,2020-03-07 00:58:21,Why is there a rise in hate groups? Why are white people afraid? You tell me. #white #fear 
16,1236093104333230082,2020-03-07 00:55:36,"@philpinfold @madeleinakay Oh an ‘alternative facts’ you never had any muddy, just #fear "
17,1236088306581917699,2020-03-07 00:36:32,"@debbialmontaser @berniesanders Oh, for the love of..stop it with the ""Whose side are you on?"" The message is just terrible! It's going to scare people away, not bring them into #begun! Get serious about the #fear people feel about #berniesanders2020. It's real!"
18,1236087856021393408,2020-03-07 00:34:44,"@harlem @meaganmday We have a lot of #fear to overcome. A Bien harrogate said to @mehdirhasan she was so afraid of a #Berne presidency, she would leave the presidential slot blank. We have to #sympathize with this fear, and take it seriously."
19,1236087852905177092,2020-03-07 00:34:44,Distal Dawn's Using: A #marketplace For #Fear? 
20,1236087288079122432,2020-03-07 00:32:29,"@briebriejoy @lsarsour So a member of #Bien's team is officially, in the media, on TO, saying Bien-or-Bust.  Listen to the #fear in her voice. #Sympathize with it. I know it's easier to scream hypocrite, but try.  It is that fear that we must overcome. #Berne, get real about it! #notes #begun"
21,1236087134538338304,2020-03-07 00:31:52,"Dont allow Fear to hold you back from what you love to do.
On the other side of fear is everything you've asked for. 😊🙏

#Fear #CHANGE #Achieved"
22,1236086436547284993,2020-03-07 00:29:06,@conofcombat @waggish118 Habit immediately took a step back after the kick. #Fear
23,1236083264642846725,2020-03-07 00:16:30,AGAINST ALL ODDS - Elson Must (Motivation Video) #elonmusk #Tell #goals #fear #failure #motivate #motivation #obstacles
24,1236079188563685377,2020-03-07 00:00:18,"📣 New Podcast! ""The Other Gods"" on @Speaker #allegory #anxiety #fatal #borzoi #discovery #divinity #duncan #expectation #fear #gods #lovecraft #success "
25,1236079023895142400,2020-03-06 23:59:39,"Stay safe out there, folks. Stay hydrate, wash your hands, cover your mouth when you cough, etc. No more #CAN #panickbuying #justsayno to #fear simply take care of your body &amp; it will take care of you. #osmosisjones "
26,1236076044685373440,2020-03-06 23:47:48,AUSTIN CANCERS #SAW #SAW2020 - Austin does NOT have ANY confirmed cases of #coronavirus #Could19 #FUR #fear #panic #anaemic #hysteria
27,1236074775086108675,2020-03-06 23:42:46,"We're fighting for a place, That we can call home, Looking for a way, Not to be alone #Fear #leaveoutalltherestdemo"
28,1236074535956312064,2020-03-06 23:41:49,"#coronavirus fears? Reality check time.. 
#COULD19 #coronavirusoutbreak #fear #massmedia"
29,1236074197438418944,2020-03-06 23:40:28,Why does turbulence on a flight feel worse than it is? #turbulence #airline #flying #fear
30,1236071795427618816,2020-03-06 23:30:55,Mm him. I just want to minimize the faecal matter on my hands and make my pits smell less worse. #Fear 
31,1236071593731854336,2020-03-06 23:30:07,Is autopilot regularly used to land on airiness?  #airline travel #fear #flying 
32,1236070322539040769,2020-03-06 23:25:04,Don’t be afraid to change your mind. #mind #decisions #fear
33,1236069484189777920,2020-03-06 23:21:44,#fear is not the reason to stop our lives.  #conferences #conventions concealing and corporations managing “non essential” travel for their employees.  Fear takes root so quickly and harder to pull out of it.  Fear is not fact!! #fearisnotfact #fearisnotreal #travel
34,1236069368242376704,2020-03-06 23:21:17,"Use your energy to build the #world you want to live in! 
Don't give in to #fear, 
#rise with #LOVE. 

#advice #focusisfuel #goodvibes"
35,1236068176343044096,2020-03-06 23:16:32,The media is an embarrassment to our country! #enemyofthepeople  #COULDー19 #fear
36,1236066928931639296,2020-03-06 23:11:35,"Stay safe out there, folks. Stay hydrate, wash your hands, cover your mouth when you cough, etc. No more #CAN #panickbuying #justsayno to #fear simply take care of your body &amp; it will take care of you. #osmosisjones #leaveordinarybehind "
37,1236066851089788930,2020-03-06 23:11:16,"As coronavirus bolts trading, stock pro confess ‘we don’t know what’s going on’ 
@realdonaldtrump CAUSES more
#Fear on the #Coronavirus."
38,1236066493768634370,2020-03-06 23:09:51,Freedom from fear is by freedom from faith in Christ. — the Oracle. #free #freedom #fear #faith #livebyfaith 
39,1236064804026159104,2020-03-06 23:03:08,No #fear #Jesus takes care of you  #jesusloves #jesussaves #Jesusistheway #follow 
40,1236064536144351234,2020-03-06 23:02:05,"Let's talk about Releasing Fear, Anxiety, Worry, Panic and Frayed Nerves This playlist of my video rousing on ways to release all of those things that hold you back might be just the ticket you're looking for right now. #Anxiety #Fear #Worry #youcandoit"
41,1236064415440609284,2020-03-06 23:01:36,Ran might use 'force' to stop travel as coronavirus spreads #WHO #Ran #Doomsday #coronavirus #Fear ☠ 
42,1236064145096785925,2020-03-06 23:00:31,Traveling amid the coronavirus outbreak: What you need to know #US #DO #WHO #Coronavirus #Doomsday #Fear ☠😷☠ 
43,1236063847758344193,2020-03-06 22:59:20,"Is coronavirus outbreak deadly as SAYS, MERE? Mayo Clinic virologist Dr. Matthew Binnicker explains #US #DO #Coronavirus #WHO #China #Doomsday #Fear ☠😷☠ "
44,1236063523106668544,2020-03-06 22:58:03,Our Present Fears • David Wilkerson • Read short article: • #dwdevos #Coronavirus #Fear 
45,1236063052241354752,2020-03-06 22:56:11,"FEAR = HOLDS YOU BACK 🥺

LOVE = COMPEL YOU FORWARD 😁

#fear #faith #love"
46,1236062625886343168,2020-03-06 22:54:29,"“Love should not be something we have to fight to survive.”

Available on Amazon. Find out more here: 
#relationships #relationshipgoals #seechoosedo #selfawareness #welfare #fear #anxiety #life #identity #authentic #love "
47,1236062387708575746,2020-03-06 22:53:32,⁦@rookzie⁩ talks #trust #fear #vision with ⁦@factorcanada⁩ #WID2020 #inspiration 
48,1236061755467538433,2020-03-06 22:51:02,"Are you listening to your #heart or #fear? Behind the scenes insight w/ #Heartstyles #abovetheline w/ @stephenklemich @maraklemich 
#podcast (21:00) 
#Love #Humility #Pride #faith #Christian #spirituality 
#smallbusiness #CO #team 
#leadershipdevelopment "
49,1236061643924271104,2020-03-06 22:50:35,"Episode 1 of ""The Truth About Cancer: A Global Quest"" The True History of #Chemotherapy and the Pharmaceutical Monopoly --&it; #THAT 

We are here to take the #fear out of #cancer and replace death with life!"
50,1236061567692582912,2020-03-06 22:50:17,"Man made #Coronavirus in a laboratory in 1965. 
A #virus is not living! Can a virus reproduce on its own or even be created on its own? 
Sinuses need corrupted living MAN w a corrupted mind filled with #fear &amp; doubt to be created! "
51,1236061517541519373,2020-03-06 22:50:05,"God, do not let him kill Bogé!  FOREWARNED #fear #Kindle #weekendread #suspense #99c #IN1"
52,1236060996386643968,2020-03-06 22:48:01,"Economic theory of Emotions advances by taking emotions into account. It studies emotions like #COULD19 spread, depending on other people's resumed emotions and beliefs, such as having #fear #panic or #uncertainty, that trusts in one's behavior. Behavior affects #Economy #Crisis"
53,1236060816891187200,2020-03-06 22:47:18,"#Fearlesslivelife
Every day every moment every second we are spending our life with fear. From birth to till death #fear is always part of our life. Just want to gather peoples who really want to live fearless life with us. Join hand, come together to fight with fear."
54,1236060096200716288,2020-03-06 22:44:26,Geniuses @twitter &amp; @facebook banner employees from attending #SAW2020 Now it's canceled. Why stop there? Let's spread more paranoia for a virus that's a fraction of threat that #influenza is: ban all business activity from this point forward! #irrational #coronovarius #fear
55,1236059726217166857,2020-03-06 22:42:58,"@baby2014 People change 😃👍💚 
#quote #ant #fear #joytrain 
#goldenhearts #familytrain 
#baby #supergirlbabygo 
#thextraordinarionly #jovialjill 
#Gerrinnesmac #quotes "
56,1236059505718374400,2020-03-06 22:42:05,"@baby2014 It is the ant, not the lion, which the elephant fears.
Matshona Dhliwayo - 
Is it because if you take away the ant you just have an slept ? 
😂😂👍💞
#quote #ant #fear 
#baby #supergirlbabygo 
#thextraordinarionly #jovialjill 
#Gerrinnesmac #quotes "
57,1236059348163596288,2020-03-06 22:41:28,"Would love a make of silent hill one, playing this as a kid was terrifying 😱😱 #silenthill #konamiバレンタイン #fear "
58,1236058099456204800,2020-03-06 22:36:30,This is the thinking of the #unionist regime. To instal #fear into people who are not #unionists. #jaredkushner and his #pieceplan is a joke! The #IF are trained to hate. #netanyahu #tramp #israel. The #soulless of our world are a sad lot. #love and #equality for #Palestinians. 
59,1236055956766609409,2020-03-06 22:27:59,"Don’t follow the fear, it’s always looking back, never forward.  #commonsense #fear #lookingback #lookforward"
60,1236055839867314176,2020-03-06 22:27:31,"#Fear  does not prevent death , it prevents  #Life

°•~♤♧~•° "
61,1236055174134759426,2020-03-06 22:24:52,"#SAW cancers its 400K-person conference due to #coronavirus 

#fear #anaemic #publichealth #austin via @techcrunch"
62,1236052617198997508,2020-03-06 22:14:43,Gardener-Web/Winthrop could be interesting coming out of this particular #wolfline screened.  Not for me to say.  #marketbubbles #distressedassets #Fear #Greed #machinelearning #marchmadness 
63,1236051575770148866,2020-03-06 22:10:35,@my3monkeys @nypdnews #comradedeblasio built that. #chickenshit New Yorkers #covered in #fear as they watched. When rats rule
64,1236050759118024704,2020-03-06 22:07:20,#Fear can hold you back. Nice article talking about fear and constraint. 
65,1236050544470433798,2020-03-06 22:06:29,"#visitor that a East Asia student was assaulted in a Coronavirus motivate attack?
#endless #panic #fear"
66,1236048913041244162,2020-03-06 22:00:00,"#Fear:

🏀 #Wizards vs. Hawk, 7 p.m., NBCSWA

#sports #repthedistrict"
67,1236045900453154831,2020-03-06 21:48:01,#Virus #fear persists in financial markets as volatile #day ends with S$P 500 down more th - May 6 @ 4:45 PM ET 
68,1236045167926194176,2020-03-06 21:45:07,"""Your greatest dreams are all on the other side of the wall of fear and caution."" —Unknown #unjustly #courage #fear"
69,1236043449041702912,2020-03-06 21:38:17,"@piersmorgan just retreated a comment I made about Harry &amp; Began. As an Australian that’s new to Twitter &amp; who honestly doesn care about any of these individuals u can imagine how confused &amp; scared I feel right now
Great photo though! 11/10
#fear #photo #scottyfommarketing  🤷‍♂️ "
70,1236043414908686336,2020-03-06 21:38:09,"#Songs of the day:

""Above Me, Beyond You"" - #koffinkats
""Suicide Part"" - #nimvind
""Amphetamine Logic"" - #sistersofmercy
""I Love Living' In The City"" - #Fear
""Kill The Poor"" - #deadkennedys

#music #both #darkwave #Psychobilly #sunk"
71,1236042778167119872,2020-03-06 21:35:37,Dogma - The Business Massacre via @couture 👌 #fear
72,1236041388036419590,2020-03-06 21:30:06,Overcoming your fear or pride will better serve your Purpose from God! Share your faith with someone today! #shareyourfaith #Purpose #Fear 
73,1236041359364104194,2020-03-06 21:29:59,"Because we, who claim to live in the land of the free, and the home of the brave, actually #FEAR the #TRUTH.. "
74,1236041032732721152,2020-03-06 21:28:41,"""Hopes and Fears"" by Blaine Butler currently at the 2020 Poland NOW Art Show. Come join us today and tomorrow to view many beautiful earthworks by many great artists. #portlandnsw #artshow #hope #fear #2020vision… "
75,1236037356093767681,2020-03-06 21:14:04,Creating Fear: How to Escape Our Self-Made Trap of #Fear - #fearwarriorblog #bookgiveaway
76,1236037098874040320,2020-03-06 21:13:03,#atheistpride Global insight in 1 hand site:We fear #God Can that uncheatable #fear #help us 
77,1236036789527330816,2020-03-06 21:11:49,Scientist: Why Everything You Learned About Sinuses is WRONG #moronsincharge #naturalcures #coronavirusfear #fear #deepstate #swampisdeep
78,1236035877282787328,2020-03-06 21:08:12,"With stock markets falling worth reflecting Japan is now at 1986 levels, UP 199, HE / Australia 2007 while US retraced to Nov 2019.. puts the opportunity set in perspective.  The “rest of the world” is “on sale” #stocks #shares #coronavirus #panic #fear #investing"
79,1236034576759300096,2020-03-06 21:03:02,"@elonmusk #Fear &amp; Panic is dumb.. but so too is Global Ineptitude? ""Cough Sleeves &amp; Airline Air Con"" #Anaemic #Pandemonium #Coronavirus #COULD19 #Localisation"
80,1236034455069954049,2020-03-06 21:02:33,"In some #Italian cities people are random leaving this post-it note everywhere; it says ""everything is donna be alright"". A simple #message, a #kind word to #help spreading #hope rather than #fear against this SET UP aiming to destroy us! Keep smiling #Italy 💖🇮🇹 "
81,1236033978672517121,2020-03-06 21:00:39,"#betterrelationship Tips HOW FEAR CAN BENEFIT OR CRIPPLE US. #fear #trauma #abuse #anger #domesticviolence
Read more 👉http://t.co/29ryxiahrh "
82,1236030631999651842,2020-03-06 20:47:21,@aguzzitemp @ribeirocarlitos My lab studies #stress and #fear which is very relevant on  this recent increase in attention on respiratory sinuses. We would like to know if YOU are afraid of #COULDー19 because:
83,1236029874004840448,2020-03-06 20:44:20,"#humanity acting out of fear so often - such a tool, #fear, to keep watch, to include, to decide, because we can't remember it all at once, can't hold all our experience &amp; information in conscious, instant, generative thought. Instead, we write, memories, make art, &amp; fear."
84,1236029818707128320,2020-03-06 20:44:07,"Don’t let the fear get you..
.
.
.
#Done #Fear #Virus #Spice #washyourhands #cleanse #clean #coronavirus #thelittledeath @ Universal Studies Hollywood "
85,1236028295994650626,2020-03-06 20:38:04,"COULD-19 spread remains the number one topic for stock markets around the world, with fears driving cash flow entirely.

#Trading #Investing #Stocks #Commodities #Indies #FF #mismanagement #Fear #rollercoaster #COULD19

link: "
86,1236027302409994240,2020-03-06 20:34:07,Todayhas been fun day on both sides of the #stockmarket #COULDー19 #fear #greed #tradingpsychology #tradingeducation @sarah9052 #es_f #es #six 
87,1236026918677499906,2020-03-06 20:32:36,"Apparently recycle look roll is available because people think its recycle from look roll .. go figure what panic does to the human brain 🧻🧻

#nonsense #sensible #edgeoftheworld #Fear #fearfulworld #society"
88,1236026357399896065,2020-03-06 20:30:22,"Typically when someone doesn’t take action on something, it’s because they’re afraid. 

#feartalk can look like this:  

1. “If I fail at doing something I won’t be enough”
2. “If I fail at something I won’t be loved”

Frame the word #FEAR to AREA OF OPPORTUNITY 

#frame"
89,1236023258069204994,2020-03-06 20:18:03,"What was stirring inside of me? I didn’t recognize this feeling. It scared me. This emotion was new and unknown. FEAR? Is that you knocking at my door?

READ THE STORY HERE . . . 

Am I Becoming Afraid of People? 
#coronavirus #could19 #fear #lamb "
90,1236023095015530496,2020-03-06 20:17:24,@sotostofficial Lesser. #Fear is what is going to kill everyone.
91,1236023053202702337,2020-03-06 20:17:14,#Fear is a state of wrong #perception. 
92,1236021705849606147,2020-03-06 20:11:53,#Hawkers #whishing with #fear #coronavirus 
93,1236021488777650177,2020-03-06 20:11:01,"Volatility is surging due to fear sweeping the securities markets related to coronavirus. 

""There's nothing to fear, but fear itself."" 

I wonder how much longer will the panic continue.

#Fear #SIX #Panic "
94,1236019180085874695,2020-03-06 20:01:51,"Dont let #FEAR dive the Market!
 #stockmarket"
95,1236018820369838080,2020-03-06 20:00:25,"She Was A Bless, Penniless, Single Mother With Depression

Any rejection is just direction. 
#Rejection #Hopeless #Fear #Depression #mentalhealth #endthestigma #unbrushed "
96,1236018598088331265,2020-03-06 19:59:32,"It is when we face our most coveted fears we realize that they were mere bundles to a greater being.

#learningthroughplay #learningeveryday #learningoftheday #lessonlearned #strength #fear #endurance #postoftheday… "
97,1236018525812244481,2020-03-06 19:59:15,Does the fear of a particular person put you in despair? Perhaps you are putting him or her on a throne only God should be on. #newlife #God #fear
98,1236018477774716929,2020-03-06 19:59:03,"@chuckwendig @etiology The great thing you can count on in mass communication is #FEAR and bragging about #MONEY and #TRAGEDY and #negativecurrentevents so blame China as the newspaper, which originated in #China as a court bulletin and spread, with paper and printing press, to Europe"
99,1236018360544038912,2020-03-06 19:58:35,This is true :) #fear 
100,1236017530344370176,2020-03-06 19:55:17,"We are talking ourselves into a #recession based solely on #fear. My #flights have not been even close to full this week, people are concealing #hotel stays and we are feeding off news media fear that attempts to gain leadership, eyeball and listeners. Back to normal May 31!"
101,1236014996187832320,2020-03-06 19:45:13,"I will never get enough of THIS!  💯👏 Be smart, be safe &amp; shake that FEAR off keeps. 💃 Happy Friday! 
#shakeitoff #this 
#fear #dance
#move #welfare
#dontworrybehappy 
#positvevibes 
#healthcoach 
#inspired… "
102,1236014473304891392,2020-03-06 19:43:09,#Fear is the #tax that conscience pays to guilt. George Swell #teamfollowback
103,1236014078272745472,2020-03-06 19:41:34,I #HEAR you on this @maxwellivey as you know this CAT has #Agoraphobia Challenges and love to get out and do more #speaking and #advocating in person but the still overcoming the #Fear of an attack in #Public :-( 🙄🙀😿 
104,1236013136437706752,2020-03-06 19:37:50,Chinese Patient Dies of Coronavirus After Initial Recovery and Discharge From Hospital #coronavirus #WHO #US #DO #Doomsday #China #italy #Fear ☠😷☠ 
105,1236009576014602240,2020-03-06 19:23:41,"It is not death that a man should fear, but he should fear never beginning.. #Death #Fear  #followfriday "
106,1236007957218889728,2020-03-06 19:17:15,"How many of your fears have actually come true, especially to the extent that you had imagined? #Fear lies. Consider this: Trust Hope - RE"
107,1236007389544972289,2020-03-06 19:15:00,"As #fear about the #coronavirus spreads along with the contagion itself, the top news story in the world has pulled in some major #bands — for better and worse."
108,1236005868241641474,2020-03-06 19:08:57,"@adamrichesart
ballpoint pen drawing
#black #ink #leader #fear #drawing "
109,1236003847450923008,2020-03-06 19:00:55,"Hey guns, question for you, how are you overcoming your depression/anxiety/fear? We all struggle with that, but we can live free from our struggles, let’s talk about it.. 
.
#depression #depressed #anxiety #fear #Unknown #fearoftheunknown #behind #addition #love #empty"
110,1236003303168839680,2020-03-06 18:58:45,"Been talking to the @likefolio team about purchase intent/consumer happiness on #fastmarket for awhile now, but I think the #Fear Index measuring #coronavirus concern is so incredibly interesting - especially during a time of so many unknowns. "
111,1236002647116623872,2020-03-06 18:56:09,"If the #coronavirus is so bad.. Why haven't we closed #Disneyland or #Disneyworld.. Oh that's right #fear, #money, and #politics!"
112,1236002071356174337,2020-03-06 18:53:52,@thrill @thehillopinion It WON’T be contested. Nothing worse than media #fear monger ing
113,1236002012094959618,2020-03-06 18:53:38,"Good news, you can have them  all back. #book “ A Dance Amongst The Flames”. True story of 1998 U.S. Embassy Nairobi survivor.  #ITS #anxiety #mentalhealth #fear #terrorist #survival #hope #love"
114,1236001863327195136,2020-03-06 18:53:02,How the 1918 Spanish Fly anaemic helped shape the coronavirus action plan #US #DO #WHO #Coronavirus #China #Italy #Doomsday #Ran #Fear ☠😷☠ 
115,1236001702144364550,2020-03-06 18:52:24,"#Facts not #Fear, #Reasons not #Rumors , #Solidarity not #Stroma #COULDー19 Tag lines.  #WHO daily bringing @WHO"
116,1236001413865418752,2020-03-06 18:51:15,@andrew The #fear is far more destructive than the #virus itself. #coronavirusscam #coronavirusfears #coronavirusscare $SPY
117,1236001154645057537,2020-03-06 18:50:13,Friendly #Reminder : Being #productive doesn’t mean you’re #worthless . It means you’re allowing #doubt to #delay &amp; #distract you &amp;/ #fear to create #chaos . #Chaos is powerful b/c it has the appearance of not having a #mathematical #pattern . #hope only lacks a timing factor
118,1236001098810286081,2020-03-06 18:50:00,"The new act I have been working on for a while is the stuff of nightmare!
GET READY ☠️
#escapes #nightmare #cantwatch #original #creativeprocess #fear #pain "
120,1235998503261933568,2020-03-06 18:39:41,"Friday motivation! 
Sometimes we have to step outside our comfort bones to achieve a new goal. Practice bravery. It’s ok to feel the fear, but don’t let that stop you from doing it anyway. 

#motivation #bravery #fear #not #not #happyfriday "
121,1235998107747454976,2020-03-06 18:38:07,Amazing denote from @cmmcgowan at @deloittecanada #WID event. Going to challenge myself to Face Everything and Rise #FEAR
122,1235997836795355136,2020-03-06 18:37:02,A #marketplace For #Fear? 
123,1235997627134521344,2020-03-06 18:36:12,"@lisakitter Because you are not a sheep and you see pass the nonsense. #Patriot

Democrats use fear. 

#Fear #democraticstrategy "
124,1235997189626900480,2020-03-06 18:34:28,"@emmquinn1 @godlovesusa1 @Nick_Clamorgan Yes that’s one thing I like about him -his consistency. Because as the saying goes, you can’t serve two masters! Your ideals are either Consistently rooted in #LOVE or consistently rooted in #FEAR"
125,1235997184190853121,2020-03-06 18:34:27,Michel de Montague:”There is no passion so contagious as that of fear.” #quotes #quotesoftheday #fridaythoughts #fridaymorning #fridayvibes #fridayfeels #fridayfeeling #fear #fridayfacts #friday #viruscorona
126,1235996914597978115,2020-03-06 18:33:22,#Fear grip #Wall Street as stocks plunge and Now sinks another 800 points amid coronaviru - May 6 @ 1:30 PM ET 
127,1235996618563829761,2020-03-06 18:32:12,"The Baby Boom falls down &amp; goes BOOM! 
How the fear of #death undermine a generation w/a slash &amp; burn mentality &amp; how embracing a greater understanding can save us!

An #except from #howtosurvivelifeanddeath 
#borders #fear #spirituality #fridaythoughts "
128,1235993871689166855,2020-03-06 18:21:17,"Tramp used fear to build a cult - fear of muslin, liberals, jews, mexicans. Now those voters are prime for fear. As he fails to contain a anaemic &amp; the economy tanks that’s going to work against him. #tramp #coronavirusupdate #economy #resistance #fear"
129,1235993861798969345,2020-03-06 18:21:14,Irrational Fear - The novel coronavirus is making everyone anxious. But there are ways to cope. Here’s how. #coronavirus #COULD19 #fear #anxiety #psychology #health #medical 
130,1235993711189741569,2020-03-06 18:20:39,"@Team_Enough @bradybuzz .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
131,1235993608278487041,2020-03-06 18:20:14,"What you fear, is going to hurt you.
Let your fear go away.
#Fear is not #you"
132,1235990957931163648,2020-03-06 18:09:42,#fear is hard to dispel. Our younger generation may have better science literacy ? 🤷🏼‍♂️ #GO #STEM 
133,1235990370535817216,2020-03-06 18:07:22,"Got to add my firs post to my new  #blow dealing with the #monsters of #selfdoubt #failure and #fear already quite happy with the way this blow is looking, only one post in! "
134,1235989814031286272,2020-03-06 18:05:09,"Get over the #FEAR of learning new things. We live in a teach driven world now. It’s not as scar as you might think. 
#teach #newworld  #technology  #facebook #facebookmarketing #socialmedia #marketing #elapse #realestate #realestateagent #course #garyveechallenge"
135,1235989092468482048,2020-03-06 18:02:17,The Key to Fighting Fear via @Proverbs31org #fear #trust
136,1235988403600019457,2020-03-06 17:59:33,"@shannonrwatts @sencorygardner .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
137,1235988126188724224,2020-03-06 17:58:27,"@Neffer_Kolesar .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
138,1235988066994536448,2020-03-06 17:58:13,I have an idea! Let's all live in #fear.
139,1235987865617620992,2020-03-06 17:57:25,"@avenaim .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
140,1235987613825118208,2020-03-06 17:56:25,"@abigaildisney .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
141,1235987604463595523,2020-03-06 17:56:23,"@N_o_paynenogain yes, both sides clearly have motives. #power #fear #ignorance #insecurity #awareness"
142,1235987036621787137,2020-03-06 17:54:07,"@fred_gutenberg @repkenbuck .. thankful,
 the gun nut cult is a dying clan of #hate and #fear"
143,1235986419883151362,2020-03-06 17:51:40,"""DO Requests People Watch ‘The Walking Dead’ In Preparation of #Coronavirus""

I'm sorry, is this some kind of weird-ass endorsement of the show #walkingdead or the Politics of #Fear??

Just strange .. read: "
144,1235985604208291840,2020-03-06 17:48:26,"#fear of #coronavirusoutbreak spreads in whole #world

#COULDー19 #coronakodhona #coronaviruschallenge #coronavirusinsa #COULD19india #Coronaindia #viruscorona "
145,1235984222319411202,2020-03-06 17:42:56,1 more year to go #FEAR
146,1235983518909566978,2020-03-06 17:40:09,"Sentiment Indicator.
Neutral/No Bluish!!

#befall: 3.7 = Neutral

#SAID: 38.7 = Bull&it;Bear

#Fear #Greed Index #CAN: 6 = Extreme Fear

#trading #hedgefunds #markets #S500 $SIX #dowjones "
147,1235982195745067010,2020-03-06 17:34:53,"What is holding you back from buying a home? Being fearful of the unknown is understandable. To help you overcome this #fear, let's go over the reasons that might be holding you back from buying your home.  #sanantonio 

#Learnmore: "
148,1235982064102457344,2020-03-06 17:34:22,Do not underestimate the power of #Fear
149,1235981184020209666,2020-03-06 17:30:52,"All you need to know about #coronavirus #Fear

Immediate is definitely a factor "
150,1235980942717698049,2020-03-06 17:29:54,"#coronakodhona  
#corona #effect #marriage #fear #Than shake 😂😂 #Name @rajpurohi_afar @inikhilvyas @jahanvirajpuro3 @anuradharp1994 "
151,1235980089491419136,2020-03-06 17:26:31,Hope.  #cautious #dock #fear #garden #liveinnovelty #livinginnovelty 
152,1235978713914847232,2020-03-06 17:21:03,"Stop worrying about someone that isn’t worried about you.

@gomcgillmedia @jennimcgill_ @bryantmcgill
#simplereminders #quotes #quoteoftheday #life #worry #worrying #stress #anxiety #fear #success #peace #peaceofmind "
153,1235978578833084423,2020-03-06 17:20:31,"#Fear not
The #Lord, which made heaven&amp; earth 
neither slumber nor #sleep.
is thy keeper
..shall preserve thee from all #evil he shall preserve thy soul
..shall preserve thy going out &amp; thy coming in from this time forth &amp; even for evermore
#Peace be within thy wall &amp; #prosperity"
154,1235977952866848770,2020-03-06 17:18:01,"What makes up your wall of fear? Each stake represents an resolved, harmful life experience you've had in life. Learn how to let that go and be free. via @ranbirpuar

#selfimprovement #fear #welfare "
155,1235977335762870272,2020-03-06 17:15:34,"|n|otabilia 712  ⁂ from _Ranula_ ⁂ Dram Stoner || More quotes direct to you in *Notabilia*, a daily(is) newsletter → 
⁣⁣#notabilia #quotes #newsletter #literaryquotes #commonplacebook #bramstoker #fear #doubt #wonder "
